V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29
-2.207630918,3.259076104,-5.43636547,3.684737394,-3.06640091,-0.671323195,-3.696178394,1.822272458,-3.049652728,-6.353887252,4.351481497,-6.45324733,-0.061431937,-8.442872857,-0.32882064,-5.440795183,-9.518037892,-2.438068618,2.33675362,0.80833636,0.920899034,0.037674509,0.026753978,-0.791488824,0.176492777,-0.136312279,1.087584824,0.373833529,240.77
1.081233775,0.416413936,0.862918741,2.520862807,-0.0050205,0.563341023,-0.123372252,0.223121853,-0.67359755,0.64454973,1.120505177,1.237773313,0.342362114,0.038371979,-1.194503088,0.085406344,-0.219143226,-0.694259215,-0.655269928,-0.165248777,-0.159387124,-0.305154013,0.053619736,0.011761444,0.375145782,-0.106298753,0.021008265,0.010559208,1.52
1.190706535,-0.818642245,1.462506222,0.290062233,-1.200820549,1.369692625,-1.537457125,0.585493254,1.952211623,-0.392207724,-0.78285992,0.840523891,-0.362649649,-1.114809588,-1.921914282,0.244921419,-0.245847164,0.650990181,1.194818325,-0.083892728,-0.00460642,0.481011182,-0.240940686,-0.71086018,0.405373916,1.309681816,0.013585242,-0.003617624,1
1.090465982,0.23007838,1.51637485,2.721712916,-0.777781129,0.167892733,-0.504390063,0.136315997,0.044531427,0.472577694,-0.882301419,0.391025596,0.463227244,-0.494181988,-0.346942386,0.603454711,-0.438617413,-0.248394871,-0.85097802,-0.098866754,-0.070428245,-0.069687489,0.024560859,0.399543958,0.305211169,-0.047026252,0.042166382,0.039895415,18.67
-4.075974685,0.963031254,-5.076070198,4.955963358,-0.161436852,-2.832662998,-7.619765445,1.618895441,-2.992092157,-7.142199114,6.278665845,-9.407060948,-1.818873961,-10.73957189,0.224206084,-8.427082796,-13.50215289,-4.712967589,2.630475995,0.058861252,1.030738252,0.165327776,-1.017502314,-0.477983381,-0.304986825,-0.106089275,1.899714342,0.511461707,1
-7.030308144,3.421990905,-9.525071773,5.270891009,-4.024630276,-2.865681618,-6.989194734,3.791550938,-4.622730336,-8.409664876,6.309044006,-8.576761433,0.246746717,-11.53404602,-0.364265139,-5.452494658,-11.88757002,-3.56358481,0.876018768,0.545698041,1.103397745,-0.541854752,0.036943222,-0.355519004,0.353634382,1.042457993,1.359515632,-0.272188101,0
-0.721335839,0.715279498,1.493127201,0.210622384,0.517025912,-0.494399506,0.776161304,0.046498157,-0.481609197,-0.621561977,-0.544085775,-0.292630266,-0.592315764,0.33571425,0.607759771,0.01071648,-0.403620919,-0.336523574,-1.328897257,-0.120983818,0.22703329,0.54275169,-0.134257662,0.061895671,0.020419857,-0.430041249,0.111292288,0.132350242,29.76
1.288024193,-0.295504975,0.688361613,-0.709517576,-0.740264997,-0.294616128,-0.671148839,-0.060929263,3.167726307,-1.45324094,-0.247127381,-2.06031594,1.713815743,1.244738316,0.601150777,-0.223967226,0.284596258,0.74130157,0.665871897,-0.12189435,-0.211844036,-0.135007318,-0.136810701,-0.492933241,0.583957172,-0.674169402,0.06354384,0.022186502,11.85
-0.761131975,-0.503791425,0.554625003,-2.188136681,-0.448772697,-0.416893427,-0.51257436,0.507947862,-1.079900548,-0.209243511,0.35013812,0.310182279,0.959017723,-0.200541073,-1.019881697,1.894117411,-0.548994906,-0.356871654,-0.138310903,0.159272731,0.701807565,1.615292596,0.059573154,-0.348333417,-0.839102966,-0.31301671,0.100030672,0.090076725,71
2.070618976,-1.022510756,-1.537604926,-1.077255351,-0.358035932,-0.557138332,-0.382118349,-0.137450565,-0.575233172,0.959853357,0.355274087,-0.460321426,-0.712202858,0.35112121,-0.424226846,1.282591425,-0.161248106,-1.071668211,1.225259109,0.074655384,-0.01568277,-0.304866982,0.147872923,-0.83971564,-0.215177169,-0.400311521,-0.054973242,-0.063810601,85.5
-0.253624967,1.839125972,-0.747056825,0.8714846,1.4222573,-0.331251488,1.070318248,-2.21679329,-1.246042881,-0.033739524,-0.042040521,-0.251634952,0.780291491,-0.762062345,1.635106887,-1.238831341,1.689871757,0.280780161,2.503898198,0.086036768,1.605508125,0.083506154,-0.249553654,0.598992771,0.17882013,1.101359255,0.00858724,-0.059288437,9.99
1.417587729,-0.93678076,0.650773671,-1.246585692,-1.5400127,-0.83669273,-0.885681274,-0.212397308,-2.053389721,1.358520587,0.408145921,-0.032096667,1.484986865,-0.462960621,0.660465828,-0.899688519,0.918818643,-0.797560802,-0.815011909,-0.284426206,-0.132145949,0.073787285,0.106693332,0.613984936,0.276315501,-0.21437294,0.052216437,0.027287869,25
2.111546955,-1.326008903,0.28641928,-0.755166019,-1.891070674,-0.360817448,-1.741759385,0.158950482,0.860986184,0.723042082,-1.242144582,-1.241921731,-0.968508618,-0.610071083,0.787486919,1.765666079,-0.074299515,-0.462824472,0.242699588,-0.087373641,0.403521349,1.192852039,0.188712329,-0.112738619,-0.449254273,-0.080180323,0.045997588,-0.034594426,15.99
1.187081214,-0.91038792,0.073963669,-0.677713536,-0.665547974,0.039546517,-0.444074585,-0.061798995,-0.824948515,0.575581081,0.554558974,0.668248876,1.214424768,-0.511243839,-1.235134586,0.977424827,0.070211395,-1.115306326,1.495879549,0.387474964,0.058315312,0.021128029,-0.26245229,-0.434287408,0.632139493,-0.226209638,-0.005575744,0.017027454,125
2.075285732,0.134092062,-1.622621381,0.627896157,0.356922733,-0.844316318,-0.02348624,-0.214949825,2.047395404,-0.698514022,0.033429248,-3.308963413,-0.036838467,0.93609329,-0.335901682,0.385227093,1.286511489,0.198478818,-0.119261552,-0.304114781,-0.537114605,-1.285559042,0.36358354,0.373142376,-0.334341187,0.141944307,-0.101460645,-0.040692029,4.49
-10.04063146,6.139182715,-12.97297189,7.740555445,-8.684704528,-3.837429167,-11.9077019,5.833273001,-5.731054244,-12.43894491,6.989885613,-16.21861039,0.253303366,-8.728645065,-0.147529091,-14.12985452,-20.68502755,-8.484449057,4.851255137,-0.082275225,2.823431432,1.153005013,-0.56734285,0.843011622,0.549937645,0.113891876,-0.307375,0.061630641,1
1.495781045,-0.30345937,-0.645611313,-1.057637012,0.063258292,-0.390765338,-0.111534146,-0.228204099,-1.441438762,0.837475375,0.548477643,0.070926925,0.961827551,0.096435622,-0.271804953,1.22945178,-0.309218782,-0.814102007,1.36139675,0.15301716,0.171307413,0.442471382,-0.326205062,-0.762814132,0.944772353,-0.032441686,-0.028826096,-0.019080466,10
-0.619561983,0.692231853,0.590890914,-0.389448652,2.384504881,3.984997707,-0.196841557,0.882005591,1.022479063,-0.792555637,0.304519837,-2.657588131,1.414715737,1.312034564,-0.702085231,-0.459470513,0.625983378,0.41853909,1.254213128,0.124451541,-0.217661179,-0.370330837,-0.385707968,1.007819944,0.535068371,0.535553881,-0.122506685,0.061159869,6.99
1.772259898,-1.816622971,0.349980021,-0.593554813,-2.354751197,-0.543012204,-1.511118914,0.097379384,0.769581973,0.659323287,-0.894262998,-0.508893922,-0.763362396,-0.355693633,1.001966151,-0.754096563,-0.102212695,1.49500025,-1.307491714,-0.345447536,-0.071427111,0.054846545,0.30332164,0.414141521,-0.982539597,1.213704695,-0.049987209,-0.012753924,156.9
1.1755285,0.172872541,0.511341025,0.45166289,-0.209614341,-0.190464601,-0.100729413,0.064602721,-0.260165435,0.051119175,1.74967626,1.28996699,0.488111525,0.408822444,0.552969903,0.194230128,-0.411921659,-0.529403832,-0.188785629,-0.097139528,-0.175354858,-0.49492369,0.150435985,0.020233302,0.124333999,0.106075932,-0.014486481,0.005918894,1.29
-0.09997206,0.448760071,-0.532152311,-1.955234449,-0.04905647,-1.430929352,0.432818863,-0.035238571,-1.38809418,-0.150964619,-1.157529512,-0.194941248,0.998018603,-0.038771727,-1.291749089,0.655673803,0.228131604,-1.305134949,0.001863353,-0.130560186,0.775441453,2.252002029,-0.260855938,0.171440619,-0.457769131,0.025244384,0.098957042,0.171411188,9
-0.996860285,0.158146045,1.576727662,1.381176244,2.718219045,1.231854228,1.232523841,-1.150950541,0.775976173,1.621766392,1.27956107,-2.430836105,2.93545772,0.197937419,-0.971106043,-0.400945697,-0.275814892,0.050005167,1.220752254,0.053116309,-0.496373155,0.091362187,-0.407014501,-1.636473017,-0.031562515,1.036798743,-1.2389764,-0.936258095,1
-5.8011473,-2.857429829,-0.146829653,-3.566289435,1.500323349,0.522402008,1.25850586,-1.409645712,3.807566225,0.613826428,1.538843513,0.670758977,-0.287305237,-1.460261389,1.641248304,-0.603470422,-1.226595403,-0.535206593,-0.439726012,-3.862662707,-0.759182496,1.755844154,0.861563243,-1.504153861,0.543555573,-0.936694168,-2.100553197,0.592576302,90.92
-0.702813369,-0.355431831,2.574907265,-1.338267696,-1.207181438,-0.521057468,-0.502171881,0.195430509,-0.619505897,-0.063608548,-1.067286561,-1.063356526,-0.762574336,-0.267879328,1.018689941,-0.484339096,-0.559573597,1.987267387,-1.749475714,-0.420590211,-0.038777479,0.154569445,-0.010110271,0.349021565,-0.336653113,0.561477822,0.06946323,0.122083964,43.8
1.607962924,-0.687001093,-2.344842346,0.085568028,1.031453444,1.277012967,-0.137404179,0.433191829,0.918696677,-0.908717412,1.086725888,0.429758456,-1.105474844,-1.136632491,0.168781673,-0.3565051,1.554578016,-0.360155133,-0.446508421,0.039814099,-0.090402079,-0.358526223,0.081542462,-1.092847048,-0.288075972,-0.020337269,-0.000548754,-0.013996637,164.87
1.261324237,2.726800289,-5.435018912,5.342759009,1.447043018,-1.442584085,-0.898701854,0.123061978,-2.748495905,-3.202436122,1.991360635,-3.986416216,0.577206842,-8.485794506,-0.794782275,-0.666134267,-1.372629384,-0.104312956,-1.466910553,0.313331635,0.209086136,-0.425937611,-0.154439526,-0.018819504,0.632233951,0.192921615,0.468180887,0.280486471,1.59
2.066109164,0.222716201,-1.673811162,0.405818743,0.52327593,-0.786737081,0.23734886,-0.267787814,0.342511527,-0.41526193,-0.329060057,0.695585171,1.036175541,-1.032459798,0.143283667,0.204897701,0.482449664,-0.524670489,-0.034393464,-0.101166762,-0.346203917,-0.836163853,0.33810781,0.535358158,-0.242996973,0.172080177,-0.052996648,-0.028749075,1.29
-1.348834625,0.073390862,3.511748028,1.927712258,-0.005166601,1.165972096,-0.666140271,0.830165331,0.157374797,-0.331803169,0.09710697,0.466042569,-1.577874237,-0.757036282,-3.008187309,-0.044036538,0.152833489,-0.246203533,-0.96565699,-0.158855188,0.014417645,0.18716255,-0.206541852,0.221390585,0.295790446,-0.010688989,0.080564416,0.072414273,0
1.97229535,0.327241004,-1.833580662,1.250860177,0.698024009,-1.249606211,0.910485615,-0.540155695,-0.362090088,0.315250368,-0.260217023,0.833982437,0.954930844,0.607747046,0.081983508,-0.538248681,-0.39239956,-0.632788552,-0.530498792,-0.108556046,0.17840146,0.545585281,0.015674527,1.177637213,0.465473791,-0.551465082,-0.037481138,-0.042693604,48
-0.734303155,0.435519332,-0.530865547,-0.471119607,0.643214387,0.71383237,-1.234572071,-2.551411599,-2.057723826,0.166830708,0.567551955,-0.858059916,-0.44806793,-0.264936239,0.888862939,0.838120617,1.425059654,-0.169664183,2.502027389,0.864536121,-1.004877379,1.150353588,-0.152555283,-1.386744633,0.004716015,0.219145838,-0.058257308,0.158047989,29.95
0.286302364,1.399344748,-1.682502709,3.86437704,-1.185373402,-0.341732014,-2.539380123,0.768378375,-1.547881628,-2.659717947,2.621588126,-3.462361885,-1.054300173,-4.955823304,-1.400274458,-2.339942917,-5.197794477,-1.342814498,0.288846911,0.270360155,0.352456414,-0.243677652,-0.194078547,-0.172201087,0.742237198,0.127789797,0.56973079,0.291205859,7.53
2.000281309,-0.312992883,-0.519559895,0.016001349,-0.307578962,-0.24326563,-0.428928411,-0.077999783,1.111005711,-0.262991494,-0.732271935,1.176664518,1.595748053,-0.367300148,0.583112896,0.233927366,-0.680737207,-0.345050977,0.107066353,-0.055239626,-0.18857858,-0.390540287,0.370216249,0.589117017,-0.411646142,-0.313707388,0.011099297,-0.025625523,20
0.329594333,3.712889295,-5.775935108,6.078265506,1.667359013,-2.420168414,-0.812891249,0.133080118,-2.214311312,-5.134454471,4.560720106,-8.873748362,-0.7974836,-9.17716637,-0.257024775,-0.87168849,1.313013629,0.773913873,-2.370599451,0.269772776,0.156617169,-0.652450441,-0.551572219,-0.716521635,1.415716615,0.55526474,0.530507389,0.404474055,1
-1.052341227,-0.125860393,2.685410033,-1.552180399,-1.152483163,0.93793525,-0.749185008,0.560282289,0.460261169,-0.061967387,-1.66960718,-0.830379482,-0.682944341,-1.525610968,-1.570049034,0.570710463,0.795386842,-1.502007516,0.265169918,0.258804656,0.097015231,0.734127575,-0.397153448,-0.389722521,0.581106666,-0.044458047,0.471375934,0.182687465,30
-1.890592395,1.00564617,1.871485115,-1.186177905,-1.000818568,0.033368183,-0.634225564,1.192512187,-0.268579921,-1.205398636,1.241766393,1.703404418,0.89441445,0.12772184,-0.532432487,0.586835012,-0.118839176,-0.248212223,-0.726585172,-0.12462404,0.141446285,0.284350385,-0.07623083,0.306672924,0.121616114,0.901973766,-0.125501511,-0.066124521,9.28
1.426032615,-0.920747477,0.208179767,-1.39631235,-1.329755336,-1.036672498,-0.614654277,-0.221512057,-2.408852383,1.596042256,1.516747146,-0.032804012,0.328611181,0.119756598,-0.354200407,-0.432030875,0.444091075,-0.143589396,0.238384504,-0.274214765,-0.482642209,-1.164027862,0.197627166,0.475723853,0.16979822,-0.561838134,0.000704725,0.016295126,42.4
-18.01856119,10.55860019,-24.66774125,11.78618036,-10.56465657,-2.645681199,-18.02346767,2.693655403,-6.219463628,-12.74476079,9.318137685,-13.37785743,1.021923868,-12.78434589,-0.451145843,-7.551364931,-11.32599687,-4.701252777,0.516317073,1.007703205,-2.319479462,0.908838783,1.352903707,-1.059222338,0.185750942,0.687037384,2.078080584,-1.429517023,1
-11.68221489,6.332882093,-13.29710925,7.690771915,-10.88989052,-2.792360038,-12.56178258,7.28712221,-7.570322409,-12.83573768,5.804707852,-12.15623949,1.184984663,-10.46867709,-0.416743197,-10.99979235,-22.60886819,-9.498745921,2.102735407,-1.009319938,2.133456284,-1.271508967,-0.035303887,0.615053695,0.349023768,-0.428922797,-0.694935387,-0.818970429,173.07
-11.32063311,7.191950143,-13.17908255,9.099551882,-10.09474888,-2.44011507,-14.1843373,4.452502934,-6.241960003,-12.61816269,6.057319305,-15.71760665,0.11781741,-8.653743357,-2.502553776,-11.23136445,-21.58515214,-9.090892061,1.171188733,-0.180934725,1.082235328,-0.3505625,0.483043946,0.661132921,-0.396521512,-0.413315388,-0.997547798,-0.235035883,37.93
0.187228342,0.481559239,-0.070112983,0.121060982,0.793293365,-0.431020368,0.645453835,-0.11019859,-0.029344289,-0.253766587,0.177216463,0.96167548,0.236933346,0.237844545,-1.199853171,-0.964051141,-0.180200288,0.509642636,1.490027518,-0.026308468,0.392229641,1.450326058,-0.165811815,-0.253127624,-0.879458522,-0.105335036,0.304298155,0.265724891,1
2.044260082,-2.192920613,-0.117331539,-1.466279594,-1.8040099,1.026366381,-2.115515833,0.401443011,-0.189641126,1.448107545,-0.521785437,-0.275408285,-0.061047034,-1.100349219,-1.732224889,-0.165198154,0.286824556,0.857990102,0.558965626,-0.250806763,-0.170116281,-0.012079671,0.188572355,0.071538529,-0.431981081,-0.210201784,0.057485268,-0.026640234,99
0.502602433,0.838547317,-0.008130047,1.323773923,-0.35766299,-0.091477659,-1.032931828,-2.783871561,-0.435346979,-0.254530383,-1.030351625,-0.544069736,-1.587753401,1.224512983,1.531042331,-0.829199142,0.840975125,-0.246707562,2.550665209,0.749552222,-1.570918419,-0.421567243,-0.000850052,-0.11794968,0.119086106,0.711897459,0.110891205,0.275549738,1.98
1.23449396,-1.400702923,0.849745251,-1.375454853,-1.771279489,-0.119356477,-1.283288364,0.116458695,-1.914243749,1.493678446,1.642333946,-0.008082106,0.440343824,-0.213473379,0.369518458,-0.259777583,0.48958829,0.072702031,-0.494262515,-0.180501219,-0.13542153,-0.206844189,0.111408574,0.182530456,-0.012758267,-0.341675928,0.049258311,0.034240593,95
2.264233641,-1.45997744,-1.222618359,-1.606243981,-1.038305652,-0.505650455,-1.026233658,-0.184346608,-1.16644143,1.571382099,-1.364580318,-1.147458289,0.050275495,-0.328157486,-0.106033848,-0.490943737,0.415652584,0.039237682,-0.013283414,-0.363197172,-0.178524903,-0.120400712,0.201719721,0.445402248,-0.135366475,-0.1802526,-0.005837094,-0.042213309,50
-2.250534809,2.365754878,-2.955491179,0.089790598,-2.830744567,-0.844461639,-0.174061561,-0.407138138,0.174216294,-2.998926256,2.605168575,-3.677716614,-0.961254636,-4.629480997,1.942181613,-4.180378884,-4.605686468,-2.557184137,1.589582202,-0.486537142,0.256559618,-0.466245243,0.291104927,0.242566553,-1.279093712,-1.123534337,-0.630976513,0.326839204,311.28
1.206684769,0.254601325,-0.184437416,0.750162093,0.433394034,0.064015363,0.237750259,-0.101399912,-0.408632129,0.126827026,0.496162564,1.2216884,1.491122517,0.253098297,0.158650778,0.526089033,-1.177297849,0.563923866,0.336135824,0.073839788,0.042691344,0.116154747,-0.308132629,-0.798626237,0.844341108,-0.281758037,0.009825299,0.008164515,44.58
0.667713641,3.041502376,-5.845111956,5.967587038,0.213863333,-1.462922811,-2.688760584,0.677763512,-3.447595896,-4.707570806,4.905819865,-5.208373972,0.53249838,-10.5440114,-1.307418701,-2.133593488,-5.133081491,-1.062150781,-0.819371096,0.558424598,0.329760146,-0.941383472,-0.006074662,-0.958925352,0.239297865,-0.067355679,0.821047586,0.426175252,6.74
-1.929596927,4.066413278,-4.86518401,5.898602293,-0.552492585,-1.555962453,-3.833623441,0.679511649,-3.463765491,-6.683689229,7.021277748,-11.10249338,1.711755074,-10.44763294,-2.799076159,-6.26174085,-11.64715777,-3.451436142,-0.507536514,0.942488942,1.137211647,0.674245235,-0.531765489,-0.433409351,0.378658562,0.198107291,0.869694412,0.228047852,0
-1.21225396,-0.362762456,2.761505263,-0.680582874,-0.765377907,0.033599654,0.844461055,-0.039086089,0.488130646,-1.229473475,-0.129185929,0.686089912,0.304434796,-0.938116244,-0.685280557,-0.497659439,0.25551848,-1.188277964,-0.62793456,0.445200348,-0.041377144,-0.109468679,0.289227612,0.662910169,0.080292391,0.819148803,-0.231035114,-0.14709327,187.64
2.331395018,-1.393167355,-1.196265035,-1.628649354,-1.059125248,-0.532998489,-1.114746747,-0.140035068,-1.068430937,1.605895847,-1.47082636,-1.478677161,-0.57603489,-0.212679657,-0.04240448,-0.466473806,0.450048479,0.108141809,0.002081704,-0.474201509,-0.206861788,-0.152710475,0.240011379,0.426629322,-0.14349575,-0.17444187,-0.003277501,-0.049639141,15
-2.740482502,3.65809482,-4.11063552,5.340241669,-2.66677476,-0.092781815,-4.388698809,-0.280132706,-2.821894582,-4.466284163,3.969799812,-7.346716786,-1.16331177,-8.225568912,0.825001832,-6.772867034,-8.815785426,-4.568859284,1.126598656,0.18532527,2.417495412,-0.097711951,0.382154507,-0.15475652,-0.403955926,0.27789493,0.830061639,0.218690442,112.33
-0.469326705,1.111452782,2.041002725,1.731595163,0.135146842,-0.093625175,0.26615517,0.082988236,0.580255403,-0.164562675,0.50037637,-3.021760182,0.92421326,1.500793775,-0.400282644,0.706047713,0.115114265,-0.046795879,-2.548521592,-0.358708666,0.159387389,0.592669569,-0.053596184,0.320747502,-0.369120754,-0.136604685,-0.100845187,0.039347148,3.93
-1.123010782,-0.853688449,1.451496554,0.217844486,0.324489848,0.391880346,-0.470858732,0.320146639,-1.241326951,0.756822202,-0.303152884,0.279607913,0.919939494,-0.262368575,-0.176805534,-1.320397305,-0.500389642,2.563063395,0.38887994,0.30604649,-0.06287725,0.111837497,0.105113485,-0.860606125,0.09787259,-0.119789242,0.378391252,0.218098646,119.5
-5.976119323,-7.196979631,-5.388315911,5.104798647,4.676532867,-5.56687006,-4.291180422,0.87653056,-1.075478087,-3.272569174,1.168215943,-2.134731971,1.12831322,-4.56600986,-0.126950407,-2.826985512,-2.865749701,-0.912934238,0.421144083,3.136338132,1.459369058,-0.136261687,0.848177174,-0.26991638,-1.095059604,-0.710905242,0.565846302,-1.034107187,296
2.160930133,-0.937215762,-0.641730847,-0.910896203,-0.81121879,-0.267954711,-0.983966743,-0.08482581,-0.007071364,0.696855793,-0.752734312,-0.060447181,1.161402523,-0.681873117,0.172785404,1.112373554,0.070833545,-1.274390747,0.423143206,0.06700362,0.328983471,1.038216974,0.145773736,0.664883465,-0.101172153,-0.114708234,0.013269,-0.039530112,19
-3.576361778,3.299436221,-7.460433197,7.783634177,-0.398548658,-1.968441448,-3.110476193,-0.328403695,-1.574362845,-2.497560547,4.604170478,-9.001914856,-1.276324005,-13.96947063,1.256945353,-4.491629225,-5.969986931,-1.27466622,1.147783612,-0.181455201,0.540730752,0.719526342,0.379248749,-0.61696186,-0.442810814,0.359840689,-2.651824875,0.422184392,1
0.951025219,3.252926365,-5.03910474,4.63241098,3.01450128,-1.349570138,0.980940272,-1.819539456,-2.099048905,-1.347556715,2.68057818,-1.462945176,-0.705397068,-7.445295834,-0.561331522,3.139655659,5.665429068,3.790316212,-1.909798619,-0.381443722,1.404524058,-0.760549175,0.358292342,-1.185941564,-1.286176716,0.000365303,0.169661962,0.108275693,0.77
1.872476095,-0.076679307,-1.874090284,0.614714085,0.110160185,-1.472586762,0.40861964,-0.418579975,0.579303679,-0.559356154,-0.37153013,0.029471584,0.02191259,-0.814701234,0.92473002,0.266391571,0.456930658,0.58463859,-0.455967308,-0.002733422,0.244980402,0.663590416,-0.1156448,-0.091760462,0.225857469,-0.110001589,-0.01959285,-0.012480937,100.95
0.051075485,1.310426524,0.733222065,2.620281923,1.402357614,0.528488565,1.086014426,-0.146422713,-1.724332975,1.280166743,0.47086472,0.435541959,0.594974116,-0.142098601,-2.024734603,0.828290651,-1.274787147,0.134277305,-1.489434217,-0.125876997,0.229936135,0.766926567,-0.189623668,0.766852958,-0.14140075,-0.077277962,-0.297595395,-0.221816034,2.47
-11.20546139,7.914633492,-13.98775164,4.33334118,-8.484969523,-3.506561173,-8.935243032,7.704449151,-2.33658418,-5.927359169,2.470401016,-5.788517031,-0.391939257,-6.527462241,0.899859362,-3.847292842,-6.700637448,-2.492616107,0.469554314,0.860911742,0.942593331,-0.987848115,-0.279446305,-0.027299225,0.644344196,-0.263077923,1.084022528,0.211933357,99.99
-0.14032604,1.253415271,-0.802814332,0.196977543,-0.321641595,-1.900571491,0.704371254,-0.034143072,-0.033837977,-0.95294798,0.130315933,-0.009350093,-0.503792868,-0.57425796,0.657777998,-0.009213439,0.992959517,0.496956173,-0.590153509,-0.373892292,0.391344215,1.071958454,0.067704455,0.843693926,-0.413582952,-0.228009082,-0.304250846,-0.062041477,39.29
1.130408519,0.049975402,0.561135732,1.081341359,-0.445584789,-0.234443294,-0.219663499,0.114275195,0.066659223,0.218563295,0.822569347,0.186851416,-1.091029619,0.632156722,0.550594319,0.715472334,-0.854582374,0.653404506,-0.058648131,-0.122624232,-0.042384742,-0.268627121,-0.033168468,-0.043866134,0.375732669,-0.47563677,0.01625301,0.021214993,36
0.378274504,3.914796789,-5.726872015,6.094140959,1.698875264,-2.807313947,-0.591118213,-0.123495593,-2.530712814,-5.15309461,4.654088423,-7.839538998,1.37181858,-9.634689713,-0.739596856,-0.663203946,0.891934541,0.978675639,-2.005476603,0.440439441,0.149895683,-0.601967246,-0.613724336,-0.403113688,1.568445256,0.521883934,0.52793775,0.411910406,1
0.457845399,1.373769481,-0.488926009,2.805350941,1.77738606,0.10049206,1.29501592,-0.135857218,-1.695822456,0.955004467,-1.702228401,-0.240056328,0.456475053,0.139567417,-1.890974493,0.372379299,-0.798201085,-0.697061608,-1.497152233,-0.264704752,0.105593016,0.371014424,0.051104717,0.401524197,-0.724765817,-0.202880696,0.092123881,0.094955854,0
-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1
-1.863755553,3.442643977,-4.468259731,2.805336259,-2.118412477,-2.332284887,-4.261237197,1.701681844,-1.439395875,-6.999906634,6.316209677,-8.670818005,0.316023992,-7.417712065,-0.436537471,-3.65280196,-6.293145319,-1.243248291,0.364810482,0.360924004,0.667926572,-0.516242362,-0.012217812,0.070613703,0.058504467,0.30488284,0.418012467,0.208858278,1
1.158040578,-0.011472378,1.02762974,0.674397235,-0.852003793,-0.454448379,-0.443548646,0.080128388,0.427806617,-0.113926588,0.113142396,0.155993733,-0.388012362,0.2004056,1.592843732,0.210166345,-0.118527915,-0.625922401,-0.802147815,-0.160342872,-0.04310208,-0.110542916,0.168513376,0.406306034,0.027895099,0.224340383,0.007287607,0.025423709,5.99
1.204699694,-2.222489849,-1.622122636,-1.949659341,-0.412449375,0.855623649,-0.226106024,0.328310838,2.508942943,-1.499875839,0.933760673,1.336281169,-1.128455615,0.573541632,1.041119313,-1.472547292,0.444024787,-0.846198743,0.694718579,0.417268606,-0.059241776,-0.69176337,0.038158812,-1.681629133,-0.579612169,-1.175860168,0.036672004,0.001936462,387.79
-4.19873461,0.194120637,-3.917585678,3.920747846,-1.875485747,-2.118932927,-3.61444511,1.687884465,-2.189871136,-4.684233325,4.376906664,-5.007440828,-1.304745078,-6.192475264,1.002404267,-3.316934301,-6.188834152,-1.040412649,1.233044349,1.003350431,0.801312236,-0.183000576,-0.440386862,0.292539412,-0.144967422,-0.251743982,1.249413674,-0.131524644,238.9
-0.117347118,1.139603869,-0.504676297,-0.582172968,0.868922257,-0.814055837,0.920518933,-0.05958519,0.188051955,-0.524029045,-0.636493331,-0.238640413,-0.310530258,-1.017672264,-0.143492508,0.256735995,0.444602473,-0.294608478,-0.342335106,0.123406117,-0.366357402,-0.853428992,0.126993076,0.557931711,-0.39806471,0.12074032,0.327922361,0.150619654,6.25
1.951579142,-0.272809835,-1.549822463,0.458287027,0.470131973,-0.30032583,0.166746753,-0.302317871,1.903294746,-0.358471771,-0.534056945,-2.364715453,1.721197178,1.656404601,-0.847566208,-0.045922465,0.274397362,-0.33085072,0.249698026,-0.042737608,-0.398405578,-0.967663965,0.167422312,0.039383166,-0.140462838,0.235328328,-0.123197349,-0.054288474,92.29
0.206075454,1.387359821,-1.045286987,4.228686194,-1.647549174,-0.180896946,-2.943677575,0.859155533,-1.181743007,-3.096503599,3.200912355,-2.450832429,0.316619879,-6.397170315,-2.129728365,-2.427373075,-4.448472252,-1.21222045,0.034655456,0.3514844,0.469199426,0.344930464,-0.203799378,0.376640378,0.71548549,0.226002881,0.628544616,0.319917988,0.76
1.164918756,-1.169910087,-0.986906111,-3.016497108,1.046024225,3.190034455,-1.090545358,0.87605899,2.322939704,-1.608038562,-0.08898895,0.834276922,0.053925357,-0.010581035,1.853330771,-0.531801127,-0.50854507,0.867342266,1.353390511,0.213783991,0.148669351,0.403985414,-0.274923239,1.064366994,0.808914947,-0.634594678,0.0912726,0.040624939,94.35
-2.155552258,-2.835414843,-1.495354256,0.04410775,-1.477895076,-0.250624415,-1.24099141,0.393195364,-1.624842071,1.948139013,-1.154274749,-0.813070719,1.210586759,-0.233270167,1.326111412,-0.964521324,1.441825723,0.461387558,2.501723334,-1.544089986,-0.360593508,0.772208141,1.989993464,0.628263403,-0.993100631,0.097129727,-0.31245036,0.423587837,188
